Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000223254 0 0 0 0 0 0
ENSG00000223256 0 0 0 0 0 0
ENSG00000223258 0 0 0 0 0 0
ENSG00000223259 0 0 0 0 0 0
ENSG00000223260 0 0 0 0 0 0
ENSG00000223262 0 0 0 0 0 0
ENSG00000223263 0 0 0 0 0 0
ENSG00000223265 0 0 0 0 0 0
ENSG00000223269 0 0 0 0 0 0
ENSG00000223271 0 0 0 0 0 0
ENSG00000223273 1 0 0 0 1 1
ENSG00000223274 0 0 0 0 0 0
ENSG00000223280 0 0 0 0 0 0
ENSG00000223281 0 0 0 0 0 0
ENSG00000223282 0 0 0 0 0 0
ENSG00000223284 0 1 0 0 0 1
ENSG00000223287 0 0 0 0 0 0
ENSG00000223290 0 0 0 0 0 0
ENSG00000223293 0 0 0 0 0 0
ENSG00000223294 0 0 0 0 0 0
ENSG00000223298 0 0 0 0 0 0
ENSG00000223299 0 0 0 0 0 0
ENSG00000223300 0 0 0 0 0 0
ENSG00000223302 0 0 0 0 0 0
ENSG00000223305 1 0 0 0 0 0
ENSG00000223306 0 0 0 0 0 1
ENSG00000223308 0 0 0 0 0 0
ENSG00000223309 0 0 0 0 0 0
ENSG00000223313 0 0 0 0 0 0
ENSG00000223315 0 0 0 0 0 0
ENSG00000223318 1 0 0 0 0 0
ENSG00000223321 0 0 0 0 0 0
ENSG00000223324 0 0 0 0 0 0
ENSG00000223327 0 0 0 0 0 0
ENSG00000223330 0 0 0 0 0 0
ENSG00000223335 0 0 0 0 0 0
ENSG00000223336 0 0 0 0 0 0
ENSG00000223341 0 0 0 0 0 0
ENSG00000223342 0 0 0 0 0 0
ENSG00000223343 7 11 3 1 4 2
ENSG00000223344 0 0 0 0 0 0
ENSG00000223345 3 0 3 4 12 6
ENSG00000223349 0 0 0 0 0 0
ENSG00000223350 0 0 0 0 0 0
ENSG00000223351 0 0 0 0 0 0
ENSG00000223353 0 0 0 0 0 0
ENSG00000223356 1 2 0 0 3 1
ENSG00000223358 0 0 0 0 0 0
ENSG00000223360 0 0 0 0 0 0
ENSG00000223361 20 17 15 14 14 9
ENSG00000223362 0 0 0 0 0 0
ENSG00000223368 0 0 0 0 0 0
ENSG00000223373 0 0 0 0 0 0
ENSG00000223374 0 1 0 0 0 0
ENSG00000223375 0 0 0 0 1 1
ENSG00000223377 0 0 0 0 0 0
ENSG00000223379 0 0 0 0 0 0
ENSG00000223381 0 0 0 0 0 0
ENSG00000223382 15 14 12 0 8 10
ENSG00000223383 0 0 0 0 0 0
ENSG00000223387 0 0 0 0 0 0
ENSG00000223389 0 0 2 0 0 0
ENSG00000223390 5 0 5 2 5 4
ENSG00000223391 0 0 0 0 0 0
ENSG00000223392 0 0 0 0 0 0
ENSG00000223393 9 6 5 5 15 4
ENSG00000223394 0 0 0 0 2 0
ENSG00000223395 0 0 0 0 0 0
ENSG00000223396 4 7 3 5 7 4
ENSG00000223398 0 0 0 0 0 0
ENSG00000223400 0 0 0 0 0 0
ENSG00000223401 1 0 0 0 0 0
ENSG00000223402 0 0 0 0 0 0
ENSG00000223403 187 236 190 186 317 174
ENSG00000223404 0 0 0 0 0 0
ENSG00000223406 0 0 0 0 0 0
ENSG00000223407 0 0 0 0 0 0
ENSG00000223409 0 0 0 0 0 0
ENSG00000223410 0 0 0 0 0 0
ENSG00000223414 0 0 0 1 0 0
ENSG00000223416 2 1 4 1 0 0
ENSG00000223417 0 0 0 0 0 0
ENSG00000223418 0 0 0 0 0 1
ENSG00000223419 0 0 0 0 0 0
ENSG00000223421 0 0 0 0 0 0
ENSG00000223422 0 0 0 0 0 0
ENSG00000223427 1 0 2 0 2 1
ENSG00000223428 0 0 0 0 0 0
ENSG00000223429 0 0 0 0 0 0
ENSG00000223430 0 0 0 0 0 0
ENSG00000223431 0 0 0 0 0 0
ENSG00000223432 0 0 0 0 0 0
ENSG00000223433 0 0 0 0 0 0
ENSG00000223436 0 0 0 0 0 0
ENSG00000223437 0 0 0 0 0 0
ENSG00000223438 0 0 0 0 0 0
ENSG00000223440 0 0 0 0 0 0
ENSG00000223442 0 0 0 0 0 0
ENSG00000223443 0 0 0 0 0 0
ENSG00000223445 0 0 0 0 0 0
ENSG00000223446 0 0 0 0 0 0
ENSG00000223450 0 0 0 0 0 0
ENSG00000223452 0 0 0 1 0 0
ENSG00000223455 0 0 0 0 0 0
ENSG00000223457 0 0 0 0 0 0
ENSG00000223458 0 0 1 0 3 1
ENSG00000223459 41 83 43 34 53 38
ENSG00000223460 2 4 2 2 1 0
ENSG00000223461 1 0 0 2 0 0
ENSG00000223462 0 0 0 0 0 0
ENSG00000223466 0 1 0 0 1 1
ENSG00000223467 0 0 1 0 0 0
ENSG00000223469 0 0 0 0 0 0
ENSG00000223470 0 0 0 0 0 0
ENSG00000223473 3 2 3 3 6 6
ENSG00000223475 1 0 0 1 0 0
ENSG00000223476 1 1 0 0 0 0
ENSG00000223478 92 76 80 38 53 41
ENSG00000223479 0 0 0 0 0 0
ENSG00000223482 335 320 329 316 309 262
ENSG00000223484 0 0 0 0 0 0
ENSG00000223485 212 211 169 310 266 260
ENSG00000223486 0 1 0 0 2 3
ENSG00000223487 0 0 0 0 0 0
ENSG00000223488 0 1 0 0 1 0
ENSG00000223489 0 0 0 0 0 0
ENSG00000223490 0 0 0 0 0 0
ENSG00000223492 0 0 0 0 0 0
ENSG00000223495 0 0 0 0 0 0
ENSG00000223496 618 752 672 838 752 648
ENSG00000223497 0 0 0 0 0 0
ENSG00000223498 0 0 0 0 0 0
ENSG00000223500 5 3 1 2 4 2
ENSG00000223501 1637 1750 1544 1144 1928 1576
ENSG00000223502 0 0 1 3 4 2
ENSG00000223503 0 0 0 0 0 0
ENSG00000223504 0 0 0 0 0 0
ENSG00000223505 0 0 0 0 0 0
ENSG00000223506 0 0 0 0 0 0
ENSG00000223508 62 77 49 35 65 39
ENSG00000223509 65 35 18 33 57 28
ENSG00000223510 0 0 0 0 0 0
ENSG00000223511 0 0 1 35 34 27
ENSG00000223513 0 0 0 0 0 0
ENSG00000223514 0 0 0 0 0 0
ENSG00000223516 0 0 0 0 0 0
ENSG00000223517 0 0 0 0 0 0
ENSG00000223518 149 146 136 198 254 252
ENSG00000223519 1 0 1 0 0 0
ENSG00000223522 0 0 0 0 0 0
ENSG00000223523 0 0 0 0 0 0
ENSG00000223525 0 0 0 0 0 0
ENSG00000223528 1 0 0 1 1 0
ENSG00000223529 24 22 22 11 4 7
ENSG00000223530 0 0 0 0 0 0
ENSG00000223534 0 0 0 0 0 0
ENSG00000223535 0 0 0 0 0 0
ENSG00000223536 0 0 0 0 0 0
ENSG00000223537 0 0 0 0 1 2
ENSG00000223538 0 0 0 0 0 0
ENSG00000223539 0 0 0 0 0 0
ENSG00000223540 2 2 2 0 1 0
ENSG00000223542 0 0 0 0 0 0
ENSG00000223543 0 0 0 0 0 0
ENSG00000223544 1 0 0 2 1 0
ENSG00000223546 98 76 94 70 79 64
ENSG00000223547 307 298 261 294 451 341
ENSG00000223548 0 0 0 0 0 0
ENSG00000223549 0 0 0 0 0 0
ENSG00000223550 0 0 0 0 0 0
ENSG00000223551 15 13 9 7 8 11
ENSG00000223552 0 0 0 0 0 0
ENSG00000223553 0 0 0 0 0 0
ENSG00000223554 0 0 0 0 0 0
ENSG00000223555 0 0 0 0 0 0
ENSG00000223558 0 0 0 0 0 0
ENSG00000223559 91 102 81 70 101 75
ENSG00000223561 0 0 0 0 1 0
ENSG00000223562 0 0 0 0 0 0
ENSG00000223563 0 0 0 0 0 0
ENSG00000223564 0 0 0 0 0 0
ENSG00000223565 0 0 0 0 0 0
ENSG00000223566 0 0 0 0 1 0
ENSG00000223568 0 0 0 0 0 0
ENSG00000223569 0 0 0 0 0 0
ENSG00000223570 0 0 0 0 0 0
ENSG00000223571 1 1 1 1 1 1
ENSG00000223572 0 0 0 0 0 0
ENSG00000223573 7 8 5 3 4 8
ENSG00000223574 0 0 0 0 0 0
ENSG00000223575 1 0 0 1 0 0
ENSG00000223576 0 0 0 0 0 0
ENSG00000223581 0 0 0 0 0 0
ENSG00000223583 1 0 0 3 0 0
ENSG00000223584 0 0 0 0 0 0
ENSG00000223586 0 0 1 0 0 0
ENSG00000223587 0 0 0 0 0 0
ENSG00000223589 0 0 0 0 0 0
ENSG00000223591 0 0 0 0 0 0
ENSG00000223592 0 0 0 0 0 0
ENSG00000223593 0 0 0 0 0 0
ENSG00000223595 0 0 0 0 0 0
ENSG00000223597 0 0 0 0 0 0
ENSG00000223598 0 0 0 0 0 0
ENSG00000223599 15 21 15 13 18 11
ENSG00000223600 0 0 0 0 0 0
ENSG00000223601 0 0 0 0 1 0
ENSG00000223602 0 0 0 0 0 0
ENSG00000223603 0 0 0 0 0 0
ENSG00000223604 0 0 0 0 0 0
ENSG00000223605 0 0 0 0 0 0
ENSG00000223608 0 0 0 0 0 0
ENSG00000223609 0 4 3 1 23 15
ENSG00000223611 1 0 0 0 1 0
ENSG00000223612 116 177 180 196 205 198
ENSG00000223614 0 0 0 0 0 0
ENSG00000223615 0 0 0 0 0 0
ENSG00000223617 0 0 0 0 0 0
ENSG00000223619 0 0 0 0 0 0
ENSG00000223620 2 0 1 3 1 3
ENSG00000223621 0 0 2 0 1 0
ENSG00000223622 0 0 0 0 0 0
ENSG00000223623 0 0 0 0 0 0
ENSG00000223624 0 0 0 0 0 0
ENSG00000223625 0 0 0 0 0 0
ENSG00000223626 0 0 0 0 0 0
ENSG00000223628 1 0 0 0 0 0
ENSG00000223629 0 0 0 0 0 0
ENSG00000223631 0 0 0 0 0 0
ENSG00000223633 0 0 0 0 0 0
ENSG00000223634 0 0 0 0 0 0
ENSG00000223635 0 0 0 0 0 0
ENSG00000223636 0 0 0 0 0 0
ENSG00000223637 0 0 0 0 0 0
ENSG00000223638 0 0 0 0 0 0
ENSG00000223640 0 0 0 0 0 0
ENSG00000223641 0 0 0 0 0 0
ENSG00000223642 0 0 0 0 0 0
ENSG00000223643 0 0 0 0 0 0
ENSG00000223646 0 0 0 0 0 0
ENSG00000223647 0 0 0 0 0 0
ENSG00000223648 0 0 0 0 0 0
ENSG00000223649 0 0 0 0 0 0
ENSG00000223650 5 3 4 4 3 3
ENSG00000223651 0 0 0 0 0 0
ENSG00000223652 9 7 10 2 8 7
ENSG00000223653 8 11 3 16 14 9
ENSG00000223655 0 0 0 0 0 0
ENSG00000223656 0 0 0 0 0 0
ENSG00000223657 0 0 0 0 0 0
ENSG00000223658 5 11 3 6 5 5
ENSG00000223660 0 0 0 0 0 0
ENSG00000223662 0 0 0 0 0 0
ENSG00000223663 0 1 0 0 0 0
ENSG00000223665 0 0 0 0 0 0
ENSG00000223668 7 4 3 3 2 5
ENSG00000223669 1 0 0 0 0 0
ENSG00000223671 0 0 0 0 0 0
ENSG00000223672 0 0 0 0 0 0
ENSG00000223675 0 0 0 0 0 0
ENSG00000223676 0 0 0 0 0 0
ENSG00000223677 0 0 0 0 0 0
ENSG00000223678 0 0 0 0 0 0
ENSG00000223679 0 0 0 0 0 0
ENSG00000223683 0 0 0 0 0 0
ENSG00000223684 0 0 0 0 0 0
ENSG00000223685 11 4 13 18 16 10
ENSG00000223688 0 0 0 0 0 0
ENSG00000223691 0 0 0 0 0 0
ENSG00000223692 1 0 0 0 1 0
ENSG00000223694 0 0 0 0 0 0
ENSG00000223695 7 2 2 1 4 2
ENSG00000223697 2 0 0 0 0 0
ENSG00000223698 0 0 0 0 0 0
ENSG00000223701 0 0 4 0 0 1
ENSG00000223702 0 0 0 0 0 0
ENSG00000223703 0 0 0 0 1 0
ENSG00000223704 2 7 2 1 1 2
ENSG00000223705 250 296 251 172 267 203
ENSG00000223707 0 0 0 0 0 0
ENSG00000223709 0 0 0 0 0 0
ENSG00000223710 0 0 0 0 0 0
ENSG00000223711 1 2 1 1 1 0
ENSG00000223714 1 0 0 0 0 0
ENSG00000223715 0 0 1 0 0 0
ENSG00000223716 0 0 0 0 0 0
ENSG00000223717 0 0 0 0 0 0
ENSG00000223718 0 0 0 2 1 2
ENSG00000223719 0 0 0 0 0 0
ENSG00000223720 0 0 0 0 0 0
ENSG00000223721 0 0 0 0 0 0
ENSG00000223722 2 4 4 9 4 3
ENSG00000223723 17 23 18 2 11 10
ENSG00000223724 0 0 0 0 0 0
ENSG00000223725 0 1 0 0 3 0
ENSG00000223726 0 0 0 0 0 0
ENSG00000223727 0 0 0 0 0 0
ENSG00000223728 0 0 0 0 0 0
ENSG00000223729 0 0 0 0 0 0
ENSG00000223730 0 0 0 0 0 0
ENSG00000223731 0 0 0 0 0 0
ENSG00000223732 0 0 0 0 0 0
ENSG00000223733 0 0 0 0 0 0
ENSG00000223734 0 0 1 0 0 0
ENSG00000223735 0 0 0 0 0 0
ENSG00000223738 0 0 0 0 0 0
ENSG00000223739 0 0 0 0 0 0
ENSG00000223740 0 0 0 0 0 0
ENSG00000223741 1 0 0 0 0 0
ENSG00000223742 0 1 0 1 0 0
ENSG00000223744 0 0 0 0 0 0
ENSG00000223745 197 180 138 86 236 144
ENSG00000223746 0 0 0 0 0 0
ENSG00000223749 244 303 190 148 263 158
ENSG00000223750 0 0 2 0 0 0
ENSG00000223751 14 7 2 1 11 5
ENSG00000223753 0 0 0 0 0 0
ENSG00000223754 0 0 0 0 0 1
ENSG00000223756 376 450 320 325 438 349
ENSG00000223760 0 0 0 0 0 0
ENSG00000223761 0 0 0 0 0 0
ENSG00000223764 147 181 114 48 157 109
ENSG00000223765 0 0 0 0 0 0
ENSG00000223768 146 182 126 99 138 111
ENSG00000223770 2 0 1 2 1 1
ENSG00000223772 0 0 0 0 0 0
ENSG00000223773 105 98 99 126 165 133
ENSG00000223774 5 4 5 5 4 5
ENSG00000223776 6 2 3 4 9 5
ENSG00000223777 0 0 0 0 0 0
ENSG00000223779 0 0 0 0 0 0
ENSG00000223782 0 0 0 0 0 0
ENSG00000223783 0 0 0 0 0 1
ENSG00000223784 0 4 2 1 6 0
ENSG00000223786 0 2 0 1 1 0
ENSG00000223787 0 0 0 0 0 0
ENSG00000223788 0 0 0 0 0 0
ENSG00000223791 0 0 1 2 3 1
ENSG00000223794 0 0 0 0 0 0
ENSG00000223795 0 0 0 0 0 0
ENSG00000223797 60 59 50 26 51 36
ENSG00000223799 0 0 0 0 1 0
ENSG00000223800 0 0 0 0 0 0
ENSG00000223802 61 56 44 28 14 17
ENSG00000223803 128 136 124 98 113 90
ENSG00000223804 2 5 4 14 12 5
ENSG00000223806 1 0 0 0 0 0
ENSG00000223807 0 0 0 0 0 0
ENSG00000223808 0 0 0 0 0 0
ENSG00000223809 0 0 0 0 0 0
ENSG00000223810 0 0 2 0 0 0
ENSG00000223811 2 16 10 2 5 2
ENSG00000223812 0 0 0 0 0 0
ENSG00000223813 1 2 1 0 1 4
ENSG00000223814 0 0 0 0 0 0
ENSG00000223815 0 0 0 0 0 0
ENSG00000223816 0 0 0 0 0 0
ENSG00000223817 0 0 0 0 0 0
ENSG00000223819 1 0 1 0 0 1
ENSG00000223820 9 13 9 2 1 6
ENSG00000223821 2 0 3 3 5 0
ENSG00000223822 2 1 0 2 0 0
ENSG00000223823 0 0 0 0 0 0
ENSG00000223824 0 0 0 0 0 0
ENSG00000223825 102 75 72 79 91 88
ENSG00000223826 0 3 1 0 0 0
ENSG00000223828 0 0 0 0 0 0
ENSG00000223829 0 0 0 0 0 0
ENSG00000223831 0 0 0 0 0 0
ENSG00000223834 0 3 1 0 1 1
ENSG00000223836 0 0 0 0 0 0
ENSG00000223837 0 0 0 0 1 0
ENSG00000223838 0 0 0 0 0 0
ENSG00000223839 0 0 0 0 0 0
ENSG00000223841 0 0 0 0 0 0
ENSG00000223842 0 0 0 0 0 0
ENSG00000223843 0 0 0 0 0 0
ENSG00000223845 0 0 0 0 0 0
ENSG00000223847 0 0 0 0 0 0
ENSG00000223849 0 0 0 0 0 0
ENSG00000223850 0 0 0 0 0 0
ENSG00000223855 5 12 7 4 1 4
ENSG00000223856 0 0 0 0 0 0
ENSG00000223859 0 0 0 0 0 0
ENSG00000223861 1 0 2 2 0 1
ENSG00000223863 0 0 0 0 0 0
ENSG00000223864 2 0 5 3 1 3
ENSG00000223865 138 157 120 128 133 117
ENSG00000223866 0 0 0 0 0 0
ENSG00000223867 0 0 0 0 0 0
ENSG00000223869 0 0 0 0 0 0
ENSG00000223870 0 0 0 0 0 0
ENSG00000223872 0 0 0 0 0 0
ENSG00000223873 39 38 18 28 27 41
ENSG00000223874 0 0 0 0 0 0
ENSG00000223875 0 0 0 0 0 0
ENSG00000223876 0 0 0 0 0 0
ENSG00000223877 0 0 0 0 0 0
ENSG00000223878 0 0 0 0 0 0
ENSG00000223880 0 0 0 0 0 0
ENSG00000223881 0 0 0 0 0 0
ENSG00000223882 0 0 0 0 0 0
ENSG00000223883 0 0 0 0 0 0
ENSG00000223884 0 0 0 0 0 0
ENSG00000223885 0 0 0 0 0 0
ENSG00000223886 10 8 3 13 6 12
ENSG00000223889 0 0 0 0 0 0
ENSG00000223890 0 0 0 0 0 0
ENSG00000223891 258 260 197 159 164 132
ENSG00000223893 0 0 0 0 0 0
ENSG00000223896 0 0 0 0 0 0
ENSG00000223897 0 0 0 0 0 0
ENSG00000223899 0 0 0 0 0 0
ENSG00000223901 0 0 0 0 0 0
ENSG00000223903 0 0 0 0 0 0
ENSG00000223904 0 0 0 0 0 0
ENSG00000223905 0 0 0 0 0 0
ENSG00000223906 0 0 0 0 0 0
ENSG00000223908 0 0 0 1 1 0
ENSG00000223910 0 0 0 0 0 0
ENSG00000223911 0 0 0 0 0 0
ENSG00000223912 0 0 0 0 0 0
ENSG00000223914 0 0 0 0 0 0
ENSG00000223915 0 0 0 0 0 0
ENSG00000223916 0 1 0 0 0 0
ENSG00000223917 0 0 0 0 0 0
ENSG00000223918 0 0 0 0 0 1
ENSG00000223920 0 0 0 0 0 0
ENSG00000223921 0 0 0 0 0 0
ENSG00000223922 1 0 3 0 1 1
ENSG00000223923 1 0 0 0 0 0
ENSG00000223928 10 5 7 16 11 11
ENSG00000223929 0 0 0 0 0 0
ENSG00000223930 1 0 1 0 2 0
ENSG00000223931 0 0 0 0 0 0
ENSG00000223935 1 0 1 1 0 0
ENSG00000223940 0 0 0 0 0 0
ENSG00000223941 0 0 0 0 0 0
ENSG00000223942 0 0 0 0 0 0
ENSG00000223944 0 0 0 0 0 0
ENSG00000223945 0 0 0 0 0 0
ENSG00000223946 0 0 0 0 0 0
ENSG00000223947 1 1 0 1 0 0
ENSG00000223948 0 0 0 0 0 0
ENSG00000223949 0 3 4 2 2 0
ENSG00000223951 0 0 0 0 0 0
ENSG00000223953 2 2 1 0 1 0
ENSG00000223955 0 0 0 0 0 0
ENSG00000223956 0 0 0 0 0 0
ENSG00000223958 0 0 0 0 0 0
ENSG00000223959 273 312 247 252 277 177
ENSG00000223960 148 172 158 435 626 549
ENSG00000223962 0 0 0 0 0 1
ENSG00000223963 0 0 1 0 1 1
ENSG00000223965 0 0 0 0 0 0
ENSG00000223966 0 0 0 0 0 0
ENSG00000223967 0 0 0 0 0 0
ENSG00000223968 0 0 0 0 0 0
ENSG00000223969 13 10 5 3 4 3
ENSG00000223970 0 0 0 0 0 0
ENSG00000223972 0 0 0 0 0 0
ENSG00000223973 42 43 41 38 46 21
ENSG00000223974 0 0 0 0 0 0
ENSG00000223975 0 0 0 0 0 0
ENSG00000223976 0 0 0 0 0 0
ENSG00000223977 0 2 4 0 0 0
ENSG00000223978 0 0 0 0 0 0
ENSG00000223979 1 0 1 4 1 2
ENSG00000223982 0 0 0 0 0 0
ENSG00000223984 76 51 57 76 111 57
ENSG00000223985 0 0 0 0 0 0
ENSG00000223986 0 0 0 0 0 0
ENSG00000223987 0 0 0 0 0 0
ENSG00000223989 0 0 0 0 0 0
ENSG00000223991 0 0 0 0 0 0
ENSG00000223993 0 0 0 0 0 0
ENSG00000223995 0 0 0 0 0 0
ENSG00000223997 0 0 0 0 0 0
ENSG00000223999 0 0 0 0 0 0
ENSG00000224000 0 0 0 0 1 0
ENSG00000224001 0 0 0 0 0 0
ENSG00000224003 0 0 0 0 0 0
ENSG00000224004 0 0 0 0 0 0
ENSG00000224007 0 0 0 0 0 0
ENSG00000224008 0 0 0 0 0 0
ENSG00000224011 5 5 4 2 2 4
ENSG00000224012 0 0 0 0 0 0
ENSG00000224014 0 1 0 0 0 0
ENSG00000224015 0 0 0 0 0 0
ENSG00000224016 0 0 0 1 0 0
ENSG00000224017 1 1 1 0 0 0
ENSG00000224018 0 0 0 0 0 0
ENSG00000224019 0 1 1 1 0 0
ENSG00000224020 3 5 4 6 3 2
ENSG00000224023 15 5 13 4 5 7
ENSG00000224025 12 6 10 12 12 6
ENSG00000224027 0 0 0 0 0 0
ENSG00000224028 0 0 0 0 0 0
ENSG00000224029 0 0 0 0 0 0
ENSG00000224031 0 0 0 0 0 0
ENSG00000224032 450 378 405 447 393 301
ENSG00000224033 0 0 0 0 0 0
ENSG00000224034 0 3 1 1 1 0
ENSG00000224035 0 0 0 0 0 0
ENSG00000224038 0 0 0 0 0 0
ENSG00000224039 0 0 0 0 0 0
ENSG00000224040 7 7 6 4 8 4
ENSG00000224041 0 0 0 0 0 0
ENSG00000224042 0 0 0 0 0 0
ENSG00000224043 24 36 24 15 23 18
ENSG00000224045 0 0 0 0 0 0
ENSG00000224046 17 6 7 9 10 8
ENSG00000224048 1 5 3 21 5 11
ENSG00000224049 0 0 0 0 0 0
ENSG00000224050 0 0 0 0 0 0
ENSG00000224051 941 1234 888 875 796 746
ENSG00000224054 0 0 0 0 0 0
ENSG00000224055 0 0 0 0 0 0
ENSG00000224057 1 0 0 0 1 1
ENSG00000224058 1 0 0 1 2 2
ENSG00000224059 0 1 0 0 0 0
ENSG00000224060 0 0 0 1 1 0
ENSG00000224061 1 0 0 0 0 0
ENSG00000224062 0 0 0 0 0 0
ENSG00000224063 4 4 3 3 4 2
ENSG00000224064 0 0 0 0 0 0
ENSG00000224065 0 0 0 0 0 0
ENSG00000224066 22 25 16 3 20 9
ENSG00000224067 4 0 0 0 0 0
ENSG00000224069 0 0 0 0 0 0
ENSG00000224070 0 0 0 0 0 0
ENSG00000224071 0 0 0 0 0 0
ENSG00000224072 0 0 0 0 0 1
ENSG00000224074 0 0 0 0 1 0
ENSG00000224075 0 0 0 0 0 0
ENSG00000224076 0 0 0 0 0 0
ENSG00000224077 0 0 0 0 0 0
ENSG00000224078 758 778 609 274 418 353
ENSG00000224079 0 0 0 0 0 0
ENSG00000224080 13 12 20 29 19 12
ENSG00000224081 16 31 13 8 43 31
ENSG00000224082 0 0 0 0 0 0
ENSG00000224083 0 0 0 0 0 0
ENSG00000224085 0 0 0 0 0 0
ENSG00000224086 156 194 146 97 174 174
ENSG00000224087 0 0 0 0 0 0
ENSG00000224089 0 0 0 0 0 0
ENSG00000224090 0 0 0 0 0 0
ENSG00000224091 0 0 0 0 1 0
ENSG00000224092 0 0 0 0 0 0
ENSG00000224093 2 0 0 0 0 0
ENSG00000224094 15 14 15 9 13 10
ENSG00000224095 0 0 0 0 0 0
ENSG00000224097 14 17 14 12 8 9
ENSG00000224099 0 0 0 0 0 0
ENSG00000224100 0 0 0 0 0 0
ENSG00000224101 0 0 0 0 0 0
ENSG00000224104 0 0 0 0 0 0
ENSG00000224106 0 0 0 0 0 0
ENSG00000224107 0 0 0 0 0 0
ENSG00000224109 0 0 0 0 0 0
ENSG00000224110 0 0 0 0 1 0
ENSG00000224114 213 259 195 165 159 168
ENSG00000224116 5 2 3 7 3 0
ENSG00000224117 1 2 0 2 2 0
ENSG00000224121 0 0 0 0 0 0
ENSG00000224122 0 0 0 0 0 0
ENSG00000224124 2 0 0 2 0 0
ENSG00000224126 8 3 6 3 1 4
ENSG00000224127 0 0 0 0 0 0
ENSG00000224128 0 0 0 0 0 0
ENSG00000224129 0 0 0 0 0 0
ENSG00000224132 16 11 15 14 8 25
ENSG00000224134 0 0 0 0 0 0
ENSG00000224136 0 0 0 0 0 0
ENSG00000224137 0 0 0 0 0 0
ENSG00000224138 0 0 0 0 0 0
ENSG00000224141 0 0 0 0 0 0
ENSG00000224142 0 0 0 0 0 0
ENSG00000224144 0 0 0 0 0 0
ENSG00000224149 0 0 0 0 0 0
ENSG00000224151 0 0 0 0 0 0
ENSG00000224152 70 56 52 41 57 60
ENSG00000224153 0 0 0 1 0 0
ENSG00000224155 18 5 9 28 51 19
ENSG00000224157 0 2 1 0 0 0
ENSG00000224159 0 0 0 0 0 0
ENSG00000224160 0 0 0 0 0 0
ENSG00000224161 0 0 0 0 0 0
ENSG00000224162 0 0 0 0 0 0
ENSG00000224163 1 0 1 1 0 4
ENSG00000224164 0 0 0 0 0 0
ENSG00000224165 5 12 12 1 9 6
ENSG00000224166 0 0 0 0 0 0
ENSG00000224167 4 6 7 0 6 2
ENSG00000224169 0 0 0 0 0 0
ENSG00000224172 0 2 0 2 0 0
ENSG00000224173 0 0 0 1 0 0
ENSG00000224174 0 0 0 0 0 0
ENSG00000224177 0 0 0 0 0 1
ENSG00000224183 18 13 19 9 19 21
ENSG00000224184 10 4 8 9 5 1
ENSG00000224185 0 0 0 0 0 0
ENSG00000224186 80 71 106 58 85 66
ENSG00000224187 0 1 0 0 0 0
ENSG00000224188 0 0 0 0 0 0
ENSG00000224189 0 1 1 6 6 4
ENSG00000224190 0 0 0 0 0 0
ENSG00000224192 0 0 0 0 0 0
ENSG00000224194 0 0 0 0 0 0
ENSG00000224195 0 0 0 0 0 0
ENSG00000224203 0 0 0 0 0 0
ENSG00000224204 0 0 0 0 0 0
ENSG00000224205 0 0 0 0 0 0
ENSG00000224207 0 1 1 1 0 0
ENSG00000224208 29 22 27 11 23 8
ENSG00000224209 0 0 0 0 0 0
ENSG00000224210 0 0 0 0 0 0
ENSG00000224215 5 8 2 1 4 4
ENSG00000224216 1 0 1 0 0 0
ENSG00000224217 0 0 0 0 0 0
ENSG00000224218 0 0 0 0 0 0
ENSG00000224219 0 0 0 0 0 0
ENSG00000224220 0 0 0 0 0 0
ENSG00000224221 0 0 0 0 0 0
ENSG00000224222 0 0 0 0 0 0
ENSG00000224223 0 0 0 0 0 0
ENSG00000224224 0 0 0 0 0 0
ENSG00000224227 0 0 0 0 0 0
ENSG00000224228 0 0 2 2 2 1
ENSG00000224231 0 0 0 0 0 0
ENSG00000224232 1 0 0 2 0 0
ENSG00000224233 0 0 0 0 0 0
ENSG00000224235 0 0 0 0 0 0
ENSG00000224236 0 0 0 2 0 0
ENSG00000224237 44 38 35 25 28 33
ENSG00000224238 3 0 2 0 1 4
ENSG00000224239 0 0 0 0 0 0
ENSG00000224240 0 0 0 0 0 0
ENSG00000224243 0 0 0 0 0 0
ENSG00000224244 0 0 0 0 0 0
ENSG00000224245 0 0 0 0 0 0
ENSG00000224247 0 0 0 0 0 0
ENSG00000224250 0 0 0 0 0 0
ENSG00000224251 4 1 0 3 3 1
ENSG00000224252 0 0 0 0 0 0
ENSG00000224254 0 0 0 0 0 0
ENSG00000224255 1 0 0 0 0 0
ENSG00000224256 0 0 0 0 0 0
ENSG00000224257 0 0 0 0 0 0
ENSG00000224259 91 85 55 7 112 84
ENSG00000224260 0 0 0 1 3 1
ENSG00000224261 6 3 10 4 5 2
ENSG00000224263 0 0 0 0 0 0
ENSG00000224265 0 0 0 0 0 0
ENSG00000224267 0 0 0 0 0 0
ENSG00000224269 0 0 0 0 0 0
ENSG00000224271 0 0 0 0 0 0
ENSG00000224272 0 0 0 0 0 0
ENSG00000224273 0 0 0 0 0 0
ENSG00000224274 0 0 0 0 0 0
ENSG00000224276 0 1 0 0 0 0
ENSG00000224277 0 0 0 0 0 0
