Geneid mock_infected1_S1 mock_infected2_S5 mock_infected9_S9 IFNb_treated12_S12 IFNb_treated2_S8 IFNb_treated4_S4
ENSG00000248374 0 0 0 0 0 0
ENSG00000248375 0 1 0 0 0 0
ENSG00000248376 0 0 0 0 0 0
ENSG00000248377 0 0 0 0 0 0
ENSG00000248378 0 0 0 0 0 0
ENSG00000248383 1 0 0 0 0 1
ENSG00000248385 0 0 0 0 0 0
ENSG00000248387 0 0 0 0 0 0
ENSG00000248388 0 0 0 0 0 0
ENSG00000248391 0 0 0 0 0 0
ENSG00000248393 0 0 0 0 0 0
ENSG00000248394 1 0 0 0 2 0
ENSG00000248396 0 0 0 0 0 0
ENSG00000248397 0 0 0 0 0 0
ENSG00000248399 0 0 0 0 0 0
ENSG00000248400 0 0 1 0 0 0
ENSG00000248401 0 0 0 0 0 0
ENSG00000248403 0 0 0 0 0 0
ENSG00000248405 1 0 0 0 0 0
ENSG00000248406 0 0 0 0 0 0
ENSG00000248408 0 0 0 0 0 0
ENSG00000248409 0 0 0 0 0 0
ENSG00000248415 1 0 0 1 0 1
ENSG00000248416 0 0 0 0 0 0
ENSG00000248417 0 0 0 0 0 0
ENSG00000248418 0 0 0 0 0 0
ENSG00000248419 0 0 0 0 0 0
ENSG00000248420 0 0 0 0 0 0
ENSG00000248422 0 0 0 0 0 0
ENSG00000248423 0 0 0 0 0 0
ENSG00000248424 0 0 0 0 0 0
ENSG00000248425 0 0 0 0 0 0
ENSG00000248426 0 0 0 0 0 0
ENSG00000248428 0 0 0 0 0 0
ENSG00000248429 25 29 24 9 31 22
ENSG00000248430 0 0 0 0 0 0
ENSG00000248431 0 0 0 0 0 1
ENSG00000248432 0 0 0 0 0 0
ENSG00000248434 0 0 0 0 0 0
ENSG00000248439 0 0 0 0 0 0
ENSG00000248440 0 0 0 0 0 0
ENSG00000248441 0 0 0 0 1 1
ENSG00000248442 0 0 0 0 0 0
ENSG00000248443 0 0 0 0 0 0
ENSG00000248444 1 0 0 0 1 0
ENSG00000248445 3 7 4 6 4 2
ENSG00000248447 0 0 0 0 0 0
ENSG00000248448 0 0 0 0 0 0
ENSG00000248449 1 0 0 5 2 0
ENSG00000248452 0 0 0 0 0 0
ENSG00000248455 0 0 0 0 0 0
ENSG00000248456 0 0 0 0 0 0
ENSG00000248457 0 0 0 0 0 0
ENSG00000248458 0 0 0 0 0 0
ENSG00000248459 0 0 0 0 0 0
ENSG00000248461 0 1 0 0 0 0
ENSG00000248462 0 0 0 0 0 0
ENSG00000248464 1 3 0 0 0 0
ENSG00000248466 0 0 0 0 0 0
ENSG00000248467 0 0 0 0 0 0
ENSG00000248468 10 1 5 1 4 2
ENSG00000248469 0 0 0 0 0 0
ENSG00000248471 0 0 0 0 0 0
ENSG00000248472 0 0 0 0 0 0
ENSG00000248473 1 0 0 0 0 2
ENSG00000248474 0 0 0 0 0 0
ENSG00000248475 0 1 0 3 2 0
ENSG00000248476 11 9 6 15 6 9
ENSG00000248477 0 0 0 0 0 0
ENSG00000248478 0 0 0 0 0 0
ENSG00000248479 7 2 7 6 6 5
ENSG00000248480 0 0 0 0 0 0
ENSG00000248482 0 0 0 0 0 0
ENSG00000248483 0 0 0 0 0 0
ENSG00000248484 0 0 0 0 0 0
ENSG00000248485 0 0 0 0 0 1
ENSG00000248486 0 0 0 0 0 0
ENSG00000248487 144 173 187 171 173 183
ENSG00000248488 0 0 0 0 0 0
ENSG00000248489 4 4 1 1 5 0
ENSG00000248490 0 0 0 0 0 0
ENSG00000248491 0 2 1 12 0 2
ENSG00000248492 0 0 0 0 0 0
ENSG00000248493 0 0 0 0 0 0
ENSG00000248494 0 0 0 0 0 0
ENSG00000248498 0 0 0 0 0 0
ENSG00000248503 6 4 10 5 6 6
ENSG00000248505 0 0 0 0 0 0
ENSG00000248506 0 0 0 0 0 0
ENSG00000248507 0 0 0 0 0 0
ENSG00000248508 120 128 92 106 125 105
ENSG00000248510 0 0 0 0 0 0
ENSG00000248511 0 0 0 0 0 0
ENSG00000248514 0 0 0 0 0 0
ENSG00000248515 0 0 0 0 0 0
ENSG00000248516 0 0 0 0 0 0
ENSG00000248517 0 0 0 0 0 0
ENSG00000248518 0 0 0 0 0 0
ENSG00000248521 0 0 0 0 0 0
ENSG00000248522 33 45 25 33 33 31
ENSG00000248525 0 0 0 0 0 0
ENSG00000248527 3641 4430 2992 1895 3468 1904
ENSG00000248528 0 0 0 0 0 0
ENSG00000248529 0 0 0 0 0 0
ENSG00000248530 3 7 0 0 1 1
ENSG00000248531 0 0 0 0 0 0
ENSG00000248532 0 0 0 0 0 0
ENSG00000248533 0 0 0 0 0 0
ENSG00000248537 1 0 0 0 0 0
ENSG00000248538 0 0 0 0 0 0
ENSG00000248539 0 0 0 0 0 0
ENSG00000248540 0 0 0 0 0 0
ENSG00000248542 0 0 0 0 0 0
ENSG00000248543 0 0 0 0 0 0
ENSG00000248544 1 0 0 1 0 0
ENSG00000248545 0 0 0 0 0 0
ENSG00000248546 46 29 30 26 35 23
ENSG00000248547 0 0 0 0 0 0
ENSG00000248548 0 0 0 0 0 0
ENSG00000248550 0 0 0 0 0 0
ENSG00000248551 0 0 0 2 0 0
ENSG00000248552 0 0 0 0 0 0
ENSG00000248553 0 0 0 0 0 0
ENSG00000248554 1 1 0 1 1 1
ENSG00000248555 0 0 0 0 0 0
ENSG00000248557 0 0 0 0 0 0
ENSG00000248559 0 0 0 0 0 0
ENSG00000248560 0 0 0 0 0 0
ENSG00000248564 0 0 0 0 0 0
ENSG00000248565 0 0 0 0 0 0
ENSG00000248567 0 0 0 0 0 0
ENSG00000248568 0 0 0 0 0 0
ENSG00000248569 118 103 127 90 90 86
ENSG00000248571 0 0 0 0 0 0
ENSG00000248572 0 0 0 0 0 0
ENSG00000248573 0 0 0 0 0 0
ENSG00000248574 0 0 0 0 0 0
ENSG00000248576 2 4 1 2 3 2
ENSG00000248577 0 0 0 0 0 0
ENSG00000248578 4 7 6 2 2 8
ENSG00000248583 0 0 0 0 0 0
ENSG00000248585 0 0 0 0 1 0
ENSG00000248586 0 0 0 0 0 0
ENSG00000248587 19 19 12 17 9 8
ENSG00000248588 0 0 0 0 0 0
ENSG00000248590 0 0 0 0 0 0
ENSG00000248591 0 0 0 0 0 0
ENSG00000248592 8 4 6 6 13 5
ENSG00000248593 146 154 156 135 222 150
ENSG00000248596 0 0 0 0 0 1
ENSG00000248597 0 0 0 0 0 0
ENSG00000248599 0 0 0 0 0 0
ENSG00000248600 0 0 0 0 0 0
ENSG00000248601 0 0 0 0 0 0
ENSG00000248605 0 0 0 0 0 0
ENSG00000248607 0 0 0 0 0 0
ENSG00000248608 0 0 0 0 0 0
ENSG00000248610 1 4 0 1 1 1
ENSG00000248611 0 0 0 0 0 0
ENSG00000248613 0 0 0 0 0 0
ENSG00000248616 0 0 0 0 0 0
ENSG00000248618 0 0 0 0 0 0
ENSG00000248621 0 0 0 0 0 0
ENSG00000248624 0 0 0 0 0 0
ENSG00000248625 0 1 1 0 0 1
ENSG00000248626 20 42 26 27 26 14
ENSG00000248627 0 0 0 0 0 0
ENSG00000248629 0 0 0 0 0 0
ENSG00000248632 2 14 6 9 10 6
ENSG00000248633 0 0 0 0 0 0
ENSG00000248634 0 1 0 0 0 1
ENSG00000248635 0 0 0 0 0 0
ENSG00000248636 0 1 1 1 4 1
ENSG00000248637 0 0 0 0 0 0
ENSG00000248639 0 0 0 0 0 0
ENSG00000248640 0 0 0 0 1 0
ENSG00000248641 365 407 337 413 469 345
ENSG00000248642 0 0 0 0 0 0
ENSG00000248643 6 10 4 1 8 4
ENSG00000248645 0 0 0 0 0 0
ENSG00000248646 0 0 0 0 0 0
ENSG00000248647 0 0 0 0 0 0
ENSG00000248648 0 0 0 0 0 0
ENSG00000248651 0 0 0 0 0 0
ENSG00000248652 0 0 0 0 0 0
ENSG00000248654 0 0 0 0 0 0
ENSG00000248656 0 0 0 0 0 0
ENSG00000248659 0 0 0 0 0 0
ENSG00000248660 0 0 0 0 0 0
ENSG00000248663 0 0 0 0 0 0
ENSG00000248664 1 0 2 0 4 0
ENSG00000248667 0 0 0 0 0 0
ENSG00000248668 1 1 3 1 2 2
ENSG00000248669 0 0 0 0 0 0
ENSG00000248671 4 2 3 1 8 5
ENSG00000248672 0 0 0 0 0 0
ENSG00000248673 0 0 0 0 0 0
ENSG00000248674 0 0 0 0 0 0
ENSG00000248676 0 0 0 0 0 0
ENSG00000248677 5 4 5 6 4 4
ENSG00000248682 0 1 0 0 0 0
ENSG00000248684 0 0 0 0 0 0
ENSG00000248685 0 0 0 0 0 0
ENSG00000248686 0 0 0 0 0 0
ENSG00000248687 0 0 0 0 0 0
ENSG00000248690 20 27 24 31 36 33
ENSG00000248692 0 0 0 0 0 0
ENSG00000248693 0 0 0 0 0 0
ENSG00000248694 0 0 0 0 0 0
ENSG00000248696 0 0 0 0 0 0
ENSG00000248697 20 13 15 15 25 23
ENSG00000248698 134 72 113 123 333 240
ENSG00000248699 0 0 0 0 0 1
ENSG00000248701 0 0 0 0 0 0
ENSG00000248702 0 0 0 0 0 0
ENSG00000248703 0 0 0 0 0 0
ENSG00000248704 0 0 0 0 0 0
ENSG00000248705 0 0 0 0 0 0
ENSG00000248708 0 0 0 0 0 0
ENSG00000248709 0 0 0 0 0 0
ENSG00000248710 5 0 0 1 1 0
ENSG00000248711 0 0 0 0 0 0
ENSG00000248712 15 22 19 8 13 15
ENSG00000248713 0 0 0 0 0 0
ENSG00000248714 2 0 3 2 3 4
ENSG00000248715 0 0 0 0 0 0
ENSG00000248716 0 0 0 0 0 0
ENSG00000248717 0 0 0 0 0 0
ENSG00000248719 0 1 1 0 0 0
ENSG00000248720 0 0 0 0 0 0
ENSG00000248722 0 0 0 0 0 0
ENSG00000248724 3 1 1 2 1 4
ENSG00000248725 0 0 0 0 0 0
ENSG00000248727 6 4 0 1 1 3
ENSG00000248729 0 0 0 0 0 0
ENSG00000248730 0 0 0 0 0 0
ENSG00000248733 0 0 0 0 0 0
ENSG00000248734 6 3 3 4 4 3
ENSG00000248735 0 0 0 0 0 0
ENSG00000248736 0 0 0 0 0 0
ENSG00000248738 0 0 0 0 0 0
ENSG00000248739 0 0 0 0 0 0
ENSG00000248740 0 0 0 0 0 0
ENSG00000248744 0 0 0 0 0 0
ENSG00000248745 0 0 0 0 0 0
ENSG00000248746 4 8 6 2 1 1
ENSG00000248747 0 1 0 0 0 0
ENSG00000248748 0 0 0 0 0 0
ENSG00000248749 0 0 0 0 0 0
ENSG00000248750 0 0 0 0 0 0
ENSG00000248751 0 0 0 0 0 0
ENSG00000248752 0 0 0 0 0 0
ENSG00000248753 0 0 0 0 0 0
ENSG00000248755 0 0 0 0 0 0
ENSG00000248757 0 0 0 0 1 0
ENSG00000248758 0 0 0 0 0 0
ENSG00000248761 0 0 0 0 0 0
ENSG00000248762 0 0 0 0 0 0
ENSG00000248763 0 0 0 0 0 0
ENSG00000248764 0 0 0 0 0 0
ENSG00000248765 0 0 0 0 0 0
ENSG00000248766 0 0 0 0 0 0
ENSG00000248767 0 0 0 0 0 0
ENSG00000248769 0 0 0 0 0 0
ENSG00000248770 0 0 0 0 0 0
ENSG00000248771 0 0 0 0 0 0
ENSG00000248772 0 0 0 0 0 0
ENSG00000248773 0 0 0 0 1 0
ENSG00000248774 0 3 1 0 0 0
ENSG00000248775 0 0 0 0 0 0
ENSG00000248777 0 0 0 0 0 0
ENSG00000248778 1 0 1 1 0 0
ENSG00000248779 0 0 0 0 0 0
ENSG00000248780 0 0 0 1 0 0
ENSG00000248781 2 0 0 2 0 3
ENSG00000248783 0 0 0 0 0 0
ENSG00000248785 0 0 0 1 2 2
ENSG00000248787 8 6 6 3 5 6
ENSG00000248789 0 0 0 0 0 0
ENSG00000248790 0 0 0 0 0 0
ENSG00000248791 0 1 0 0 0 0
ENSG00000248792 0 0 0 0 0 0
ENSG00000248794 12 7 10 2 9 4
ENSG00000248795 0 0 0 0 2 0
ENSG00000248796 0 0 0 0 0 0
ENSG00000248799 0 0 0 0 0 0
ENSG00000248801 2 0 0 0 1 0
ENSG00000248802 0 0 0 0 0 0
ENSG00000248803 0 0 0 0 0 0
ENSG00000248807 0 0 0 0 0 1
ENSG00000248809 0 0 0 0 0 0
ENSG00000248810 0 0 0 0 0 0
ENSG00000248813 0 0 0 0 0 0
ENSG00000248816 0 0 0 0 0 0
ENSG00000248817 0 0 0 0 0 0
ENSG00000248820 0 0 0 0 0 0
ENSG00000248821 2 1 0 0 1 1
ENSG00000248822 0 0 0 0 0 0
ENSG00000248824 0 0 0 0 0 0
ENSG00000248826 0 0 0 0 0 0
ENSG00000248827 1 0 0 1 0 0
ENSG00000248828 0 1 1 0 0 1
ENSG00000248830 0 1 3 1 2 0
ENSG00000248831 0 0 0 0 0 0
ENSG00000248834 0 0 0 0 0 0
ENSG00000248837 0 0 0 0 0 0
ENSG00000248838 0 0 0 0 0 0
ENSG00000248839 1 0 0 0 0 0
ENSG00000248840 1 0 0 0 2 1
ENSG00000248842 0 0 0 0 0 0
ENSG00000248843 0 0 0 0 0 0
ENSG00000248844 0 0 0 0 0 0
ENSG00000248846 0 0 0 0 0 0
ENSG00000248847 0 0 0 0 0 0
ENSG00000248848 0 0 0 0 0 0
ENSG00000248850 0 0 0 0 0 0
ENSG00000248851 0 0 0 0 0 0
ENSG00000248853 0 0 0 0 0 0
ENSG00000248854 3 6 3 0 2 0
ENSG00000248858 1 2 7 2 2 1
ENSG00000248859 0 0 0 0 0 0
ENSG00000248861 0 0 0 0 0 0
ENSG00000248863 0 0 0 0 0 0
ENSG00000248864 0 0 0 0 0 0
ENSG00000248866 34 39 37 34 57 58
ENSG00000248867 0 0 0 0 0 0
ENSG00000248869 1 1 0 0 5 6
ENSG00000248870 0 0 0 0 0 0
ENSG00000248871 0 0 0 0 0 0
ENSG00000248872 0 0 0 0 0 0
ENSG00000248873 48 55 41 21 45 17
ENSG00000248874 0 0 0 0 0 0
ENSG00000248876 0 0 0 0 0 0
ENSG00000248877 0 0 0 0 0 0
ENSG00000248878 0 0 0 0 0 0
ENSG00000248880 1 6 1 0 3 4
ENSG00000248881 0 0 0 0 1 0
ENSG00000248883 0 0 0 0 0 0
ENSG00000248884 0 0 2 2 1 0
ENSG00000248885 0 0 0 0 0 0
ENSG00000248886 0 0 0 0 0 0
ENSG00000248890 1 0 0 1 3 0
ENSG00000248891 0 0 0 0 0 0
ENSG00000248893 0 0 1 0 0 1
ENSG00000248895 0 0 0 0 0 0
ENSG00000248896 0 0 0 0 0 0
ENSG00000248898 5 4 4 5 6 4
ENSG00000248901 1 0 0 0 1 1
ENSG00000248903 0 0 1 0 0 0
ENSG00000248905 654 585 590 1050 1266 927
ENSG00000248907 0 0 0 0 0 0
ENSG00000248908 0 0 0 0 0 0
ENSG00000248909 1 0 0 0 0 0
ENSG00000248911 0 0 0 0 0 0
ENSG00000248912 0 0 0 0 0 0
ENSG00000248913 0 0 0 0 0 0
ENSG00000248915 0 0 0 0 0 0
ENSG00000248916 0 0 0 0 0 0
ENSG00000248918 0 0 0 0 0 0
ENSG00000248919 1 1 2 3 0 1
ENSG00000248920 0 0 0 0 0 0
ENSG00000248921 0 0 0 0 0 0
ENSG00000248923 15 7 14 9 17 12
ENSG00000248924 0 0 0 0 0 0
ENSG00000248925 1 1 3 1 6 0
ENSG00000248926 0 0 0 0 0 0
ENSG00000248927 78 74 64 126 191 128
ENSG00000248928 0 0 0 0 0 0
ENSG00000248929 0 0 0 0 0 0
ENSG00000248930 0 0 1 0 0 0
ENSG00000248931 0 0 0 0 0 0
ENSG00000248932 24 34 20 9 31 20
ENSG00000248933 0 0 0 0 0 0
ENSG00000248935 0 0 0 0 0 0
ENSG00000248936 2 2 2 2 5 0
ENSG00000248939 0 0 0 0 0 0
ENSG00000248942 0 0 0 0 0 0
ENSG00000248943 0 0 0 0 0 0
ENSG00000248944 0 0 0 0 0 0
ENSG00000248946 0 0 0 0 0 0
ENSG00000248949 0 0 0 0 0 0
ENSG00000248950 0 0 0 0 0 0
ENSG00000248951 0 0 0 0 0 0
ENSG00000248954 0 0 0 0 0 0
ENSG00000248955 0 0 0 0 0 0
ENSG00000248956 0 0 0 0 1 0
ENSG00000248958 3 2 0 2 4 2
ENSG00000248962 0 0 0 0 0 0
ENSG00000248964 1 6 1 0 3 2
ENSG00000248965 0 0 0 0 0 0
ENSG00000248966 3 4 2 4 0 0
ENSG00000248967 0 0 0 0 0 0
ENSG00000248968 0 3 2 1 0 0
ENSG00000248969 0 0 0 0 0 0
ENSG00000248971 10 6 2 8 11 5
ENSG00000248973 0 0 0 0 0 0
ENSG00000248975 0 0 1 6 6 1
ENSG00000248977 0 0 0 0 0 0
ENSG00000248978 0 0 0 0 0 0
ENSG00000248979 0 0 0 0 0 0
ENSG00000248980 1 5 6 8 4 8
ENSG00000248984 0 0 0 0 0 0
ENSG00000248986 0 0 0 0 0 0
ENSG00000248987 0 0 0 0 0 0
ENSG00000248988 13 19 7 113 47 121
ENSG00000248990 0 0 0 1 0 0
ENSG00000248991 0 0 0 0 0 0
ENSG00000248993 0 0 0 0 0 0
ENSG00000248994 0 0 0 0 0 0
ENSG00000248995 0 0 0 0 0 0
ENSG00000248996 1 2 0 1 3 0
ENSG00000248998 0 0 0 0 0 0
ENSG00000248999 0 0 0 0 0 0
ENSG00000249000 0 0 0 0 0 0
ENSG00000249001 0 0 0 0 0 0
ENSG00000249002 0 0 0 0 0 0
ENSG00000249003 0 0 0 0 0 0
ENSG00000249004 0 0 0 0 0 0
ENSG00000249005 0 0 0 0 0 0
ENSG00000249006 0 0 0 0 0 0
ENSG00000249007 0 0 0 0 0 0
ENSG00000249008 0 0 0 0 0 0
ENSG00000249012 0 0 0 0 0 0
ENSG00000249013 0 0 0 0 0 0
ENSG00000249014 3 7 3 2 2 1
ENSG00000249016 0 0 0 0 0 0
ENSG00000249017 0 1 0 0 0 0
ENSG00000249018 0 0 0 0 0 0
ENSG00000249019 0 0 0 0 0 0
ENSG00000249020 0 0 0 0 0 0
ENSG00000249021 0 0 0 0 0 0
ENSG00000249022 0 0 0 0 0 0
ENSG00000249023 0 0 0 0 0 0
ENSG00000249025 0 0 0 0 0 0
ENSG00000249026 0 0 0 0 0 2
ENSG00000249028 0 0 0 1 0 0
ENSG00000249031 14 3 6 8 10 7
ENSG00000249035 5 0 0 0 0 1
ENSG00000249036 0 0 0 0 0 0
ENSG00000249038 0 0 0 0 0 0
ENSG00000249041 0 0 0 0 0 0
ENSG00000249042 124 123 109 62 86 103
ENSG00000249045 0 0 0 0 0 0
ENSG00000249047 0 0 0 0 0 0
ENSG00000249048 0 0 0 0 0 0
ENSG00000249049 0 0 0 0 0 0
ENSG00000249050 0 0 0 0 0 0
ENSG00000249051 0 0 0 0 0 0
ENSG00000249052 0 0 0 0 0 0
ENSG00000249053 0 0 0 0 0 0
ENSG00000249054 0 0 0 0 0 0
ENSG00000249055 0 0 0 0 0 0
ENSG00000249056 0 0 0 0 0 0
ENSG00000249057 0 0 0 0 0 0
ENSG00000249061 0 0 0 0 0 0
ENSG00000249064 14 12 17 3 13 4
ENSG00000249065 0 0 0 0 0 0
ENSG00000249066 0 0 0 0 0 0
ENSG00000249068 0 0 0 0 0 0
ENSG00000249069 0 0 0 1 0 0
ENSG00000249071 0 0 0 0 0 0
ENSG00000249072 0 0 0 0 0 0
ENSG00000249073 0 0 0 0 0 0
ENSG00000249074 0 0 0 0 0 0
ENSG00000249077 0 0 0 0 0 0
ENSG00000249079 0 0 0 0 0 0
ENSG00000249081 0 0 0 0 0 0
ENSG00000249082 0 0 0 0 0 0
ENSG00000249084 0 0 0 0 0 0
ENSG00000249085 1 4 5 0 3 1
ENSG00000249086 0 0 0 0 0 0
ENSG00000249087 47 52 48 22 34 36
ENSG00000249089 0 0 0 0 0 0
ENSG00000249091 1 0 1 2 0 2
ENSG00000249092 0 0 1 0 1 0
ENSG00000249094 0 0 0 0 0 0
ENSG00000249096 2 0 0 6 3 1
ENSG00000249098 0 0 0 0 0 0
ENSG00000249099 0 0 0 0 0 0
ENSG00000249100 0 0 0 0 0 0
ENSG00000249101 0 0 0 0 0 0
ENSG00000249102 0 0 0 0 0 0
ENSG00000249104 0 0 0 0 0 0
ENSG00000249105 0 0 0 0 0 0
ENSG00000249106 0 0 0 0 0 0
ENSG00000249109 0 0 0 0 0 0
ENSG00000249111 0 0 0 0 0 0
ENSG00000249112 0 0 0 0 0 0
ENSG00000249114 0 0 0 0 0 0
ENSG00000249115 426 594 417 205 318 274
ENSG00000249116 0 0 0 0 0 0
ENSG00000249119 0 0 0 0 0 0
ENSG00000249122 0 0 0 0 0 0
ENSG00000249125 0 0 0 0 0 0
ENSG00000249127 0 0 0 0 0 0
ENSG00000249128 0 2 0 0 0 0
ENSG00000249129 87 85 71 66 78 64
ENSG00000249131 0 0 0 0 0 0
ENSG00000249135 0 0 0 0 0 0
ENSG00000249138 0 0 0 0 0 0
ENSG00000249139 0 0 0 0 0 0
ENSG00000249140 0 0 0 0 0 0
ENSG00000249141 0 0 0 0 0 0
ENSG00000249142 0 1 1 1 0 1
ENSG00000249145 0 0 0 0 0 0
ENSG00000249148 0 1 0 0 0 0
ENSG00000249149 2 0 0 0 0 1
ENSG00000249150 0 0 0 0 0 0
ENSG00000249152 0 0 0 0 0 0
ENSG00000249153 0 0 0 0 0 0
ENSG00000249156 0 0 0 0 0 0
ENSG00000249157 0 0 0 0 0 0
ENSG00000249158 0 0 1 0 3 0
ENSG00000249159 4 4 4 6 4 2
ENSG00000249160 0 0 0 0 0 0
ENSG00000249162 0 0 0 0 0 0
ENSG00000249163 0 0 0 0 0 0
ENSG00000249166 0 0 0 0 0 0
ENSG00000249167 0 0 1 0 0 0
ENSG00000249169 0 0 0 0 0 0
ENSG00000249170 0 0 0 0 0 0
ENSG00000249171 9 11 8 9 7 9
ENSG00000249173 0 0 0 0 0 0
ENSG00000249174 0 0 0 0 0 0
ENSG00000249175 0 0 0 0 0 0
ENSG00000249176 5 2 5 6 1 2
ENSG00000249177 0 0 0 0 0 0
ENSG00000249180 7 0 1 0 2 0
ENSG00000249183 0 0 0 0 0 1
ENSG00000249184 0 0 0 1 0 0
ENSG00000249186 0 0 0 0 0 0
ENSG00000249188 0 0 0 0 0 0
ENSG00000249189 0 0 0 0 0 0
ENSG00000249191 0 0 0 0 0 0
ENSG00000249192 0 0 0 0 0 0
ENSG00000249193 0 2 0 0 2 0
ENSG00000249196 0 0 0 0 0 0
ENSG00000249197 0 0 0 0 0 0
ENSG00000249198 0 0 0 0 0 0
ENSG00000249199 0 0 0 0 0 0
ENSG00000249200 0 0 0 0 0 0
ENSG00000249201 0 0 0 0 0 0
ENSG00000249203 0 0 0 0 0 0
ENSG00000249206 0 0 0 0 0 0
ENSG00000249207 2 0 0 2 2 1
ENSG00000249209 0 0 0 0 0 0
ENSG00000249210 4 3 8 6 3 2
ENSG00000249212 1 0 0 1 1 0
ENSG00000249213 0 0 0 0 0 0
ENSG00000249215 2 0 1 3 9 1
ENSG00000249216 0 0 0 0 0 0
ENSG00000249219 0 0 0 0 0 0
ENSG00000249222 0 0 1 0 0 0
ENSG00000249225 0 0 0 0 0 0
ENSG00000249226 0 0 0 0 0 0
ENSG00000249228 0 0 0 0 0 0
ENSG00000249229 0 0 0 0 0 0
ENSG00000249230 0 0 0 0 0 0
ENSG00000249231 1 0 0 1 0 0
ENSG00000249234 0 0 0 0 0 0
ENSG00000249235 0 0 0 0 0 0
ENSG00000249236 0 0 2 0 0 0
ENSG00000249237 2 0 1 0 4 2
ENSG00000249238 0 0 0 0 0 0
ENSG00000249239 0 0 0 0 0 0
ENSG00000249240 0 0 0 0 0 0
ENSG00000249241 0 0 0 0 0 3
ENSG00000249242 74 101 52 41 69 58
ENSG00000249244 0 1 0 1 0 0
ENSG00000249245 1 0 0 1 0 1
ENSG00000249247 0 0 0 0 0 0
ENSG00000249249 13 13 8 4 9 7
ENSG00000249252 0 0 0 0 0 0
ENSG00000249253 0 0 0 0 0 0
ENSG00000249255 0 0 0 0 0 0
ENSG00000249256 0 0 1 0 0 0
ENSG00000249257 0 0 0 0 0 0
ENSG00000249258 1 1 0 0 0 2
ENSG00000249259 0 0 0 0 0 0
ENSG00000249261 0 0 0 0 0 0
ENSG00000249262 0 0 0 1 0 0
ENSG00000249263 0 0 0 0 0 0
ENSG00000249264 125 113 84 68 88 72
ENSG00000249265 0 0 0 0 0 0
ENSG00000249266 0 0 0 0 0 0
ENSG00000249267 0 0 0 0 0 0
ENSG00000249269 0 0 0 0 0 0
ENSG00000249270 0 0 0 0 0 0
ENSG00000249271 0 0 0 1 0 1
ENSG00000249272 0 0 0 0 0 0
ENSG00000249274 0 0 0 1 0 0
ENSG00000249275 0 0 0 0 0 0
ENSG00000249276 0 0 0 0 0 0
ENSG00000249277 0 0 0 0 0 0
ENSG00000249278 0 0 0 0 0 0
ENSG00000249279 6 1 8 9 16 9
ENSG00000249282 0 0 0 0 0 0
ENSG00000249283 0 0 0 0 0 0
ENSG00000249284 0 0 0 0 0 0
ENSG00000249285 0 0 0 0 0 0
ENSG00000249286 3 0 1 0 3 1
ENSG00000249287 0 0 0 0 0 0
ENSG00000249288 0 0 0 0 0 0
ENSG00000249289 0 0 0 0 0 0
ENSG00000249290 0 0 0 0 0 0
ENSG00000249293 0 0 0 0 0 0
ENSG00000249295 0 0 0 0 0 0
ENSG00000249297 0 0 0 0 0 0
ENSG00000249301 0 0 0 0 0 0
ENSG00000249302 0 0 0 0 0 0
ENSG00000249304 0 0 0 0 0 0
ENSG00000249305 0 0 0 0 0 0
ENSG00000249306 11 11 12 10 10 13
ENSG00000249307 4 3 3 0 0 1
ENSG00000249309 0 0 0 0 0 0
ENSG00000249310 0 0 0 0 0 0
ENSG00000249311 0 0 0 0 1 2
ENSG00000249312 0 0 0 0 0 0
ENSG00000249316 0 0 0 0 0 0
ENSG00000249317 0 0 0 0 0 0
ENSG00000249318 0 0 0 0 0 0
ENSG00000249319 0 0 0 0 0 0
ENSG00000249320 0 0 0 0 0 0
ENSG00000249321 0 0 0 0 0 0
ENSG00000249326 0 0 0 0 0 0
ENSG00000249328 1 0 0 0 0 0
ENSG00000249329 0 0 0 0 0 0
ENSG00000249330 0 0 0 0 0 0
ENSG00000249332 0 0 0 0 1 0
ENSG00000249333 0 0 0 0 0 0
ENSG00000249334 0 0 0 0 0 0
ENSG00000249335 0 0 0 0 0 0
ENSG00000249337 0 0 0 0 0 0
ENSG00000249338 0 0 0 0 0 0
ENSG00000249339 0 0 0 0 0 0
ENSG00000249341 0 0 2 2 0 2
ENSG00000249343 0 0 0 0 0 0
ENSG00000249345 0 0 0 1 0 0
ENSG00000249346 0 0 0 0 0 0
ENSG00000249347 0 0 0 0 0 0
ENSG00000249348 49 77 29 17 34 28
ENSG00000249349 0 0 0 0 0 0
ENSG00000249351 0 0 0 0 0 0
ENSG00000249352 0 0 0 0 0 0
ENSG00000249353 590 547 505 633 615 420
ENSG00000249357 0 0 0 0 0 0
ENSG00000249359 0 0 0 0 0 0
ENSG00000249360 1 1 1 1 1 1
ENSG00000249362 0 0 0 0 0 0
ENSG00000249363 0 0 0 1 1 1
ENSG00000249364 1 0 0 0 1 2
ENSG00000249365 0 0 0 0 0 0
ENSG00000249367 0 0 0 0 0 0
ENSG00000249368 0 0 0 0 0 0
ENSG00000249372 0 0 0 0 0 0
ENSG00000249373 0 0 0 0 0 0
ENSG00000249375 3 1 5 4 4 4
ENSG00000249378 1 0 0 1 0 0
ENSG00000249379 0 0 0 0 0 0
ENSG00000249380 0 0 0 0 0 0
ENSG00000249381 0 0 0 0 0 0
ENSG00000249382 0 0 0 0 0 0
